url,source_feed,label
https://pub-70eaa32e5b5d42c7b98de15c99c531d2.r2.dev/rhythmpljhsdiusdjsdkjdkssd.html,https://data.phishtank.com/data/online-valid.csv,phishing
https://ipfs.best-practice.se/ipfs/QmXrRB1QHJKxuXaBcxiUEAAXZQ4DiNSEaoCEwtVz6EV6Hy/,https://data.phishtank.com/data/online-valid.csv,phishing
https://httpshttpshttpshttpshttpshttpshttpshttpshttpshttpssporty.weebly.com/,https://data.phishtank.com/data/online-valid.csv,phishing
https://shhawrwcab.weebly.com/,https://data.phishtank.com/data/online-valid.csv,phishing
https://qrco.de/bfbQn1,https://data.phishtank.com/data/online-valid.csv,phishing
https://l.ead.me/9590926d50d9cb699c23d142089ae9c6,https://data.phishtank.com/data/online-valid.csv,phishing
https://bafkreibs3gyv3oavez55fea7ut2mm7rk5ia4g7nhk4vkorcx65r7ldialu.ipfs.dweb.link/,https://data.phishtank.com/data/online-valid.csv,phishing
https://l.ead.me/bfEiVI,https://data.phishtank.com/data/online-valid.csv,phishing
https://httpssportybetbalanceadder2023adder200.weebly.com/,https://data.phishtank.com/data/online-valid.csv,phishing
https://bex.godaddysites.com,https://data.phishtank.com/data/online-valid.csv,phishing
https://service-uco.weebly.com/,https://data.phishtank.com/data/online-valid.csv,phishing
https://declaracionviajerosguatemala.com/rellenar/#gf_5,https://data.phishtank.com/data/online-valid.csv,phishing
http://new.express.adobe.com/webpage/OWynUwakIfzZp,https://data.phishtank.com/data/online-valid.csv,phishing
https://l.ead.me/bfOqAR,https://data.phishtank.com/data/online-valid.csv,phishing
https://upgrade044.wixsite.com/currentlyhome4,https://data.phishtank.com/data/online-valid.csv,phishing
https://felo-105543.weeblysite.com/,https://data.phishtank.com/data/online-valid.csv,phishing
https://eu.jotform.com/app/***-***-517986574,https://data.phishtank.com/data/online-valid.csv,phishing
